0
Bộ Công an
Bộ Công thương
Bộ Giao thông vận tải
Bộ Khoa học và Công nghệ ( Bộ TTTT cũ)
Bộ Lao động - Thương binh và Xã hội
Bộ Ngoại giao
Bộ Nội vụ
Bộ Nông nghiệp và Môi trường
Bộ Quốc phòng
Bộ Tài chính
Bộ Tài nguyên và Môi trường
Bộ Tư pháp
Bộ Y tế
Thanh tra Chính phủ
